symp_iri	doid_iri	disease_name	symptom_name	symptom_definition	method	score
http://purl.obolibrary.org/obo/SYMP_0000869	http://purl.obolibrary.org/obo/DOID_4483	rhinitis	nasal congestion	A congestion that is characterized by a blockage of the nasal passages, usually due to the membranes lining the nose becoming swollen from inflamed blood vessels.	cosine	0.6673842668533325
http://purl.obolibrary.org/obo/SYMP_0000870	http://purl.obolibrary.org/obo/DOID_0070356	visual impairment and progressive phthisis bulbi	icteric eyes	Icteric eyes is a eye symptom characterized by yellowed eyes due to bile or bilirubin accumulation.	cosine	0.527424693107605
http://purl.obolibrary.org/obo/SYMP_0000870	http://purl.obolibrary.org/obo/DOID_0111541	pigmented paravenous chorioretinal atrophy	icteric eyes	Icteric eyes is a eye symptom characterized by yellowed eyes due to bile or bilirubin accumulation.	cosine	0.5253745913505554
http://purl.obolibrary.org/obo/SYMP_0000870	http://purl.obolibrary.org/obo/DOID_10034	eye accommodation disease	icteric eyes	Icteric eyes is a eye symptom characterized by yellowed eyes due to bile or bilirubin accumulation.	cosine	0.5739637613296509
http://purl.obolibrary.org/obo/SYMP_0000870	http://purl.obolibrary.org/obo/DOID_12271	aniridia	icteric eyes	Icteric eyes is a eye symptom characterized by yellowed eyes due to bile or bilirubin accumulation.	cosine	0.5500298738479614
http://purl.obolibrary.org/obo/SYMP_0000870	http://purl.obolibrary.org/obo/DOID_6195	conjunctivitis	icteric eyes	Icteric eyes is a eye symptom characterized by yellowed eyes due to bile or bilirubin accumulation.	cosine	0.5304007530212402
http://purl.obolibrary.org/obo/SYMP_0000871	http://purl.obolibrary.org/obo/DOID_0080178	mucositis	icteric mucous membrane	A skin and integumentary tissue symptom that is characterized by yellowed mucous membranes due to bile or bilirubin accumulation.	cosine	0.6154322624206543
http://purl.obolibrary.org/obo/SYMP_0000871	http://purl.obolibrary.org/obo/DOID_12546	atrophic nonflaccid tympanic membrane	icteric mucous membrane	A skin and integumentary tissue symptom that is characterized by yellowed mucous membranes due to bile or bilirubin accumulation.	cosine	0.5859179496765137
http://purl.obolibrary.org/obo/SYMP_0000871	http://purl.obolibrary.org/obo/DOID_13469	obsolete secondary cutaneous syphilis	icteric mucous membrane	A skin and integumentary tissue symptom that is characterized by yellowed mucous membranes due to bile or bilirubin accumulation.	cosine	0.5646092295646667
http://purl.obolibrary.org/obo/SYMP_0000871	http://purl.obolibrary.org/obo/DOID_13663	obsolete acute suppurative otitis media with tympanic membrane intact	icteric mucous membrane	A skin and integumentary tissue symptom that is characterized by yellowed mucous membranes due to bile or bilirubin accumulation.	cosine	0.5526118874549866
http://purl.obolibrary.org/obo/SYMP_0000871	http://purl.obolibrary.org/obo/DOID_9736	blue drum syndrome	icteric mucous membrane	A skin and integumentary tissue symptom that is characterized by yellowed mucous membranes due to bile or bilirubin accumulation.	cosine	0.5629075169563293
http://purl.obolibrary.org/obo/SYMP_0000872	http://purl.obolibrary.org/obo/DOID_10123	pigmentation disease	icteric skin	A skin and integumentary tissue symptom that is characterized by yellowed skin due to bile or bilirubin accumulation.	cosine	0.6578000783920288
http://purl.obolibrary.org/obo/SYMP_0000872	http://purl.obolibrary.org/obo/DOID_2383	neonatal jaundice	icteric skin	A skin and integumentary tissue symptom that is characterized by yellowed skin due to bile or bilirubin accumulation.	cosine	0.6226629614830017
http://purl.obolibrary.org/obo/SYMP_0000872	http://purl.obolibrary.org/obo/DOID_2723	dermatitis	icteric skin	A skin and integumentary tissue symptom that is characterized by yellowed skin due to bile or bilirubin accumulation.	cosine	0.5994076132774353
http://purl.obolibrary.org/obo/SYMP_0000872	http://purl.obolibrary.org/obo/DOID_3487	obsolete metabolic skin disease	icteric skin	A skin and integumentary tissue symptom that is characterized by yellowed skin due to bile or bilirubin accumulation.	cosine	0.5980284214019775
http://purl.obolibrary.org/obo/SYMP_0000872	http://purl.obolibrary.org/obo/DOID_609	obsolete skin abnormality	icteric skin	A skin and integumentary tissue symptom that is characterized by yellowed skin due to bile or bilirubin accumulation.	cosine	0.6087960600852966
http://purl.obolibrary.org/obo/SYMP_0000873	http://purl.obolibrary.org/obo/DOID_10435	purulent acute otitis media	otitis	Otitis is a ear symptom characterized as a general term for inflammation or infection of the ear, in both humans and other animals.	cosine	0.7210627198219299
http://purl.obolibrary.org/obo/SYMP_0000873	http://purl.obolibrary.org/obo/DOID_10754	otitis media	otitis	Otitis is a ear symptom characterized as a general term for inflammation or infection of the ear, in both humans and other animals.	cosine	0.8383268713951111
http://purl.obolibrary.org/obo/SYMP_0000873	http://purl.obolibrary.org/obo/DOID_3930	otitis interna	otitis	Otitis is a ear symptom characterized as a general term for inflammation or infection of the ear, in both humans and other animals.	cosine	0.8187270164489746
http://purl.obolibrary.org/obo/SYMP_0000873	http://purl.obolibrary.org/obo/DOID_8762	obsolete Herpes simplex virus otitis externa	otitis	Otitis is a ear symptom characterized as a general term for inflammation or infection of the ear, in both humans and other animals.	cosine	0.7168968319892883
http://purl.obolibrary.org/obo/SYMP_0000873	http://purl.obolibrary.org/obo/DOID_9463	otitis externa	otitis	Otitis is a ear symptom characterized as a general term for inflammation or infection of the ear, in both humans and other animals.	cosine	0.7670397758483887
http://purl.obolibrary.org/obo/SYMP_0000874	http://purl.obolibrary.org/obo/DOID_0061030	hemophilia	hematoma	A skin and integumentary tissue symptom that is characterized by a mass of usually clotted blood that forms in a tissue, organ, or body space as a result of a broken blood vessel generally the result of hemorrhage, or more specifically, internal bleeding.	cosine	0.6837690472602844
http://purl.obolibrary.org/obo/SYMP_0000874	http://purl.obolibrary.org/obo/DOID_1247	blood coagulation disease	hematoma	A skin and integumentary tissue symptom that is characterized by a mass of usually clotted blood that forms in a tissue, organ, or body space as a result of a broken blood vessel generally the result of hemorrhage, or more specifically, internal bleeding.	cosine	0.6386504173278809
http://purl.obolibrary.org/obo/SYMP_0000874	http://purl.obolibrary.org/obo/DOID_74	hematopoietic system disease	hematoma	A skin and integumentary tissue symptom that is characterized by a mass of usually clotted blood that forms in a tissue, organ, or body space as a result of a broken blood vessel generally the result of hemorrhage, or more specifically, internal bleeding.	cosine	0.6450201272964478
http://purl.obolibrary.org/obo/SYMP_0000874	http://purl.obolibrary.org/obo/DOID_9745	perianal hematoma	hematoma	A skin and integumentary tissue symptom that is characterized by a mass of usually clotted blood that forms in a tissue, organ, or body space as a result of a broken blood vessel generally the result of hemorrhage, or more specifically, internal bleeding.	cosine	0.659034013748169
http://purl.obolibrary.org/obo/SYMP_0000874	http://purl.obolibrary.org/obo/DOID_9958	hemometra	hematoma	A skin and integumentary tissue symptom that is characterized by a mass of usually clotted blood that forms in a tissue, organ, or body space as a result of a broken blood vessel generally the result of hemorrhage, or more specifically, internal bleeding.	cosine	0.6657537221908569
http://purl.obolibrary.org/obo/SYMP_0000875	http://purl.obolibrary.org/obo/DOID_0050557	congenital muscular dystrophy	lameness	Lameness is a musculoskeletal system symptom where a person is physically disabled as the result of having a body part and especially a limb so disabled as to impair freedom of movement.	cosine	0.5895256400108337
http://purl.obolibrary.org/obo/SYMP_0000875	http://purl.obolibrary.org/obo/DOID_0050889	non-syndromic intellectual disability	lameness	Lameness is a musculoskeletal system symptom where a person is physically disabled as the result of having a body part and especially a limb so disabled as to impair freedom of movement.	cosine	0.5702770352363586
http://purl.obolibrary.org/obo/SYMP_0000875	http://purl.obolibrary.org/obo/DOID_10965	spastic diplegia	lameness	Lameness is a musculoskeletal system symptom where a person is physically disabled as the result of having a body part and especially a limb so disabled as to impair freedom of movement.	cosine	0.5832884907722473
http://purl.obolibrary.org/obo/SYMP_0000875	http://purl.obolibrary.org/obo/DOID_13366	Stiff-Person syndrome	lameness	Lameness is a musculoskeletal system symptom where a person is physically disabled as the result of having a body part and especially a limb so disabled as to impair freedom of movement.	cosine	0.5867035388946533
http://purl.obolibrary.org/obo/SYMP_0000875	http://purl.obolibrary.org/obo/DOID_423	myopathy	lameness	Lameness is a musculoskeletal system symptom where a person is physically disabled as the result of having a body part and especially a limb so disabled as to impair freedom of movement.	cosine	0.5834819674491882
http://purl.obolibrary.org/obo/SYMP_0000876	http://purl.obolibrary.org/obo/DOID_0050829	pericardium disease	pericardial effusion	Pericardial effusion is a cardiovascular system symptom where there is an abnormal accumulation of fluid in the pericardial cavity.	cosine	0.7204799056053162
http://purl.obolibrary.org/obo/SYMP_0000876	http://purl.obolibrary.org/obo/DOID_114	heart disease	pericardial effusion	Pericardial effusion is a cardiovascular system symptom where there is an abnormal accumulation of fluid in the pericardial cavity.	cosine	0.6836356520652771
http://purl.obolibrary.org/obo/SYMP_0000876	http://purl.obolibrary.org/obo/DOID_11482	hemopericardium	pericardial effusion	Pericardial effusion is a cardiovascular system symptom where there is an abnormal accumulation of fluid in the pericardial cavity.	cosine	0.6780647039413452
http://purl.obolibrary.org/obo/SYMP_0000876	http://purl.obolibrary.org/obo/DOID_118	pericardial effusion	pericardial effusion	Pericardial effusion is a cardiovascular system symptom where there is an abnormal accumulation of fluid in the pericardial cavity.	cosine	0.9288585186004639
http://purl.obolibrary.org/obo/SYMP_0000876	http://purl.obolibrary.org/obo/DOID_1787	pericarditis	pericardial effusion	Pericardial effusion is a cardiovascular system symptom where there is an abnormal accumulation of fluid in the pericardial cavity.	cosine	0.708034336566925
http://purl.obolibrary.org/obo/SYMP_0000877	http://purl.obolibrary.org/obo/DOID_10944	tongue disease	decreased tongue tone		cosine	0.691100001335144
http://purl.obolibrary.org/obo/SYMP_0000877	http://purl.obolibrary.org/obo/DOID_11514	fissured tongue	decreased tongue tone		cosine	0.7069393992424011
http://purl.obolibrary.org/obo/SYMP_0000877	http://purl.obolibrary.org/obo/DOID_12113	obsolete nerve deafness	decreased tongue tone		cosine	0.711906909942627
http://purl.obolibrary.org/obo/SYMP_0000877	http://purl.obolibrary.org/obo/DOID_14114	obsolete congenital adhesion of tongue	decreased tongue tone		cosine	0.6915313005447388
http://purl.obolibrary.org/obo/SYMP_0000877	http://purl.obolibrary.org/obo/DOID_14739	obsolete progressive high-tone neural deafness	decreased tongue tone		cosine	0.7208119034767151
http://purl.obolibrary.org/obo/SYMP_0000878	http://purl.obolibrary.org/obo/DOID_11361	obsolete tickborne fever	transient fever	A fever that is characterized by a rise of body temperature above the normal that is sustained for only a short period of time.	cosine	0.6938156485557556
http://purl.obolibrary.org/obo/SYMP_0000878	http://purl.obolibrary.org/obo/DOID_12084	transient arthropathy	transient fever	A fever that is characterized by a rise of body temperature above the normal that is sustained for only a short period of time.	cosine	0.6365839838981628
http://purl.obolibrary.org/obo/SYMP_0000878	http://purl.obolibrary.org/obo/DOID_13034	relapsing fever	transient fever	A fever that is characterized by a rise of body temperature above the normal that is sustained for only a short period of time.	cosine	0.6830579042434692
http://purl.obolibrary.org/obo/SYMP_0000878	http://purl.obolibrary.org/obo/DOID_224	transient cerebral ischemia	transient fever	A fever that is characterized by a rise of body temperature above the normal that is sustained for only a short period of time.	cosine	0.6200680136680603
http://purl.obolibrary.org/obo/SYMP_0000878	http://purl.obolibrary.org/obo/DOID_5215	obsolete ephemeral fever	transient fever	A fever that is characterized by a rise of body temperature above the normal that is sustained for only a short period of time.	cosine	0.610256016254425
http://purl.obolibrary.org/obo/SYMP_0000879	http://purl.obolibrary.org/obo/DOID_0050053	obsolete Rickettsia honei spotted fever	low-grade fever	A mild fever that is characterized by a fever that does not exceed 38.5 degrees Celsius (101.3 degrees Fahrenheit).	cosine	0.537529706954956
http://purl.obolibrary.org/obo/SYMP_0000879	http://purl.obolibrary.org/obo/DOID_11361	obsolete tickborne fever	low-grade fever	A mild fever that is characterized by a fever that does not exceed 38.5 degrees Celsius (101.3 degrees Fahrenheit).	cosine	0.6309494972229004
http://purl.obolibrary.org/obo/SYMP_0000879	http://purl.obolibrary.org/obo/DOID_13034	relapsing fever	low-grade fever	A mild fever that is characterized by a fever that does not exceed 38.5 degrees Celsius (101.3 degrees Fahrenheit).	cosine	0.5708140730857849
http://purl.obolibrary.org/obo/SYMP_0000879	http://purl.obolibrary.org/obo/DOID_3653	obsolete laboratory infectious disease	low-grade fever	A mild fever that is characterized by a fever that does not exceed 38.5 degrees Celsius (101.3 degrees Fahrenheit).	cosine	0.534796953201294
http://purl.obolibrary.org/obo/SYMP_0000879	http://purl.obolibrary.org/obo/DOID_5462	obsolete African swine fever	low-grade fever	A mild fever that is characterized by a fever that does not exceed 38.5 degrees Celsius (101.3 degrees Fahrenheit).	cosine	0.5429075956344604
http://purl.obolibrary.org/obo/SYMP_0000880	http://purl.obolibrary.org/obo/DOID_11361	obsolete tickborne fever	prolonged fever	A fever that is characterized by as  persisting over a prolonged period of time.	cosine	0.7500991821289062
http://purl.obolibrary.org/obo/SYMP_0000880	http://purl.obolibrary.org/obo/DOID_12097	obsolete rat-bite fever	prolonged fever	A fever that is characterized by as  persisting over a prolonged period of time.	cosine	0.6664364337921143
http://purl.obolibrary.org/obo/SYMP_0000880	http://purl.obolibrary.org/obo/DOID_13034	relapsing fever	prolonged fever	A fever that is characterized by as  persisting over a prolonged period of time.	cosine	0.6950415372848511
http://purl.obolibrary.org/obo/SYMP_0000880	http://purl.obolibrary.org/obo/DOID_14044	obsolete rheumatic pericarditis	prolonged fever	A fever that is characterized by as  persisting over a prolonged period of time.	cosine	0.6613935828208923
http://purl.obolibrary.org/obo/SYMP_0000880	http://purl.obolibrary.org/obo/DOID_3653	obsolete laboratory infectious disease	prolonged fever	A fever that is characterized by as  persisting over a prolonged period of time.	cosine	0.6586771011352539
http://purl.obolibrary.org/obo/SYMP_0000881	http://purl.obolibrary.org/obo/DOID_0050053	obsolete Rickettsia honei spotted fever	mild fever	A fever that is characterized by being mild in form.	cosine	0.6690681576728821
http://purl.obolibrary.org/obo/SYMP_0000881	http://purl.obolibrary.org/obo/DOID_11361	obsolete tickborne fever	mild fever	A fever that is characterized by being mild in form.	cosine	0.7639667391777039
http://purl.obolibrary.org/obo/SYMP_0000881	http://purl.obolibrary.org/obo/DOID_14044	obsolete rheumatic pericarditis	mild fever	A fever that is characterized by being mild in form.	cosine	0.66675865650177
http://purl.obolibrary.org/obo/SYMP_0000881	http://purl.obolibrary.org/obo/DOID_3653	obsolete laboratory infectious disease	mild fever	A fever that is characterized by being mild in form.	cosine	0.6885149478912354
http://purl.obolibrary.org/obo/SYMP_0000881	http://purl.obolibrary.org/obo/DOID_934	viral infectious disease	mild fever	A fever that is characterized by being mild in form.	cosine	0.7000153064727783
http://purl.obolibrary.org/obo/SYMP_0000882	http://purl.obolibrary.org/obo/DOID_0050053	obsolete Rickettsia honei spotted fever	high fever	A fever that is characterized by an elevated temperature.	cosine	0.6111223697662354
http://purl.obolibrary.org/obo/SYMP_0000882	http://purl.obolibrary.org/obo/DOID_11361	obsolete tickborne fever	high fever	A fever that is characterized by an elevated temperature.	cosine	0.7133216857910156
http://purl.obolibrary.org/obo/SYMP_0000882	http://purl.obolibrary.org/obo/DOID_12097	obsolete rat-bite fever	high fever	A fever that is characterized by an elevated temperature.	cosine	0.6225934624671936
http://purl.obolibrary.org/obo/SYMP_0000882	http://purl.obolibrary.org/obo/DOID_13034	relapsing fever	high fever	A fever that is characterized by an elevated temperature.	cosine	0.6500919461250305
http://purl.obolibrary.org/obo/SYMP_0000882	http://purl.obolibrary.org/obo/DOID_934	viral infectious disease	high fever	A fever that is characterized by an elevated temperature.	cosine	0.6113362908363342
http://purl.obolibrary.org/obo/SYMP_0000883	http://purl.obolibrary.org/obo/DOID_0050053	obsolete Rickettsia honei spotted fever	very high fever	A high fever that is characterized by extremely high temperatures.	cosine	0.6124312877655029
http://purl.obolibrary.org/obo/SYMP_0000883	http://purl.obolibrary.org/obo/DOID_11361	obsolete tickborne fever	very high fever	A high fever that is characterized by extremely high temperatures.	cosine	0.7064147591590881
http://purl.obolibrary.org/obo/SYMP_0000883	http://purl.obolibrary.org/obo/DOID_12097	obsolete rat-bite fever	very high fever	A high fever that is characterized by extremely high temperatures.	cosine	0.6101647019386292
http://purl.obolibrary.org/obo/SYMP_0000883	http://purl.obolibrary.org/obo/DOID_13034	relapsing fever	very high fever	A high fever that is characterized by extremely high temperatures.	cosine	0.6259565949440002
http://purl.obolibrary.org/obo/SYMP_0000883	http://purl.obolibrary.org/obo/DOID_934	viral infectious disease	very high fever	A high fever that is characterized by extremely high temperatures.	cosine	0.5930662155151367
http://purl.obolibrary.org/obo/SYMP_0000884	http://purl.obolibrary.org/obo/DOID_11361	obsolete tickborne fever	obsolete recurrent fever		cosine	0.834201455116272
http://purl.obolibrary.org/obo/SYMP_0000884	http://purl.obolibrary.org/obo/DOID_12097	obsolete rat-bite fever	obsolete recurrent fever		cosine	0.7362923622131348
http://purl.obolibrary.org/obo/SYMP_0000884	http://purl.obolibrary.org/obo/DOID_14044	obsolete rheumatic pericarditis	obsolete recurrent fever		cosine	0.7333996295928955
http://purl.obolibrary.org/obo/SYMP_0000884	http://purl.obolibrary.org/obo/DOID_2958	obsolete environmental illness	obsolete recurrent fever		cosine	0.7358440160751343
http://purl.obolibrary.org/obo/SYMP_0000884	http://purl.obolibrary.org/obo/DOID_3653	obsolete laboratory infectious disease	obsolete recurrent fever		cosine	0.7345757484436035
http://purl.obolibrary.org/obo/SYMP_0000885	http://purl.obolibrary.org/obo/DOID_11287	obsolete conditions involving the integument and temperature regulation of fetus and newborn	obsolete severe temperature increase		cosine	0.6791267991065979
http://purl.obolibrary.org/obo/SYMP_0000885	http://purl.obolibrary.org/obo/DOID_11361	obsolete tickborne fever	obsolete severe temperature increase		cosine	0.6206040382385254
http://purl.obolibrary.org/obo/SYMP_0000885	http://purl.obolibrary.org/obo/DOID_13837	obsolete convergence excess or spasm	obsolete severe temperature increase		cosine	0.6083765625953674
http://purl.obolibrary.org/obo/SYMP_0000885	http://purl.obolibrary.org/obo/DOID_2350	obsolete iron overload	obsolete severe temperature increase		cosine	0.6082695126533508
http://purl.obolibrary.org/obo/SYMP_0000885	http://purl.obolibrary.org/obo/DOID_2958	obsolete environmental illness	obsolete severe temperature increase		cosine	0.5962503552436829
http://purl.obolibrary.org/obo/SYMP_0000886	http://purl.obolibrary.org/obo/DOID_0080541	hyperprolinemia	hyperpyrexia	A fever that is characterized by an extreme elevation of body temperature greater than, or equal to, 41.5 degrees Celsius (106.7 degrees Fahrenheit).	cosine	0.5735413432121277
http://purl.obolibrary.org/obo/SYMP_0000886	http://purl.obolibrary.org/obo/DOID_0081450	hyperimmunoglobulinemia D periodic fever syndrome	hyperpyrexia	A fever that is characterized by an extreme elevation of body temperature greater than, or equal to, 41.5 degrees Celsius (106.7 degrees Fahrenheit).	cosine	0.5995368361473083
http://purl.obolibrary.org/obo/SYMP_0000886	http://purl.obolibrary.org/obo/DOID_11361	obsolete tickborne fever	hyperpyrexia	A fever that is characterized by an extreme elevation of body temperature greater than, or equal to, 41.5 degrees Celsius (106.7 degrees Fahrenheit).	cosine	0.5768062472343445
http://purl.obolibrary.org/obo/SYMP_0000886	http://purl.obolibrary.org/obo/DOID_12700	hyperprolactinemia	hyperpyrexia	A fever that is characterized by an extreme elevation of body temperature greater than, or equal to, 41.5 degrees Celsius (106.7 degrees Fahrenheit).	cosine	0.5760143995285034
http://purl.obolibrary.org/obo/SYMP_0000886	http://purl.obolibrary.org/obo/DOID_9274	hyperlysinemia	hyperpyrexia	A fever that is characterized by an extreme elevation of body temperature greater than, or equal to, 41.5 degrees Celsius (106.7 degrees Fahrenheit).	cosine	0.574811577796936
http://purl.obolibrary.org/obo/SYMP_0000887	http://purl.obolibrary.org/obo/DOID_0070324	systemic Epstein-Barr virus positive T-cell lymphoma of childhood	Pel-Epstein fever	A fever that is characterized by association with Hodgkin's lymphoma, where the fever alternates weekly from high to low.	cosine	0.6644309163093567
http://purl.obolibrary.org/obo/SYMP_0000887	http://purl.obolibrary.org/obo/DOID_2938	Epstein-Barr virus infectious disease	Pel-Epstein fever	A fever that is characterized by association with Hodgkin's lymphoma, where the fever alternates weekly from high to low.	cosine	0.6860694289207458
http://purl.obolibrary.org/obo/SYMP_0000887	http://purl.obolibrary.org/obo/DOID_6954	obsolete Epstein-Barr virus related lymphoma	Pel-Epstein fever	A fever that is characterized by association with Hodgkin's lymphoma, where the fever alternates weekly from high to low.	cosine	0.6676197648048401
http://purl.obolibrary.org/obo/SYMP_0000887	http://purl.obolibrary.org/obo/DOID_8543	Hodgkin's lymphoma, lymphocytic-histiocytic predominance	Pel-Epstein fever	A fever that is characterized by association with Hodgkin's lymphoma, where the fever alternates weekly from high to low.	cosine	0.6671268939971924
http://purl.obolibrary.org/obo/SYMP_0000887	http://purl.obolibrary.org/obo/DOID_8628	Hodgkin's lymphoma, lymphocytic depletion	Pel-Epstein fever	A fever that is characterized by association with Hodgkin's lymphoma, where the fever alternates weekly from high to low.	cosine	0.6654443740844727
http://purl.obolibrary.org/obo/SYMP_0000888	http://purl.obolibrary.org/obo/DOID_0050053	obsolete Rickettsia honei spotted fever	continuous fever	A fever that is characterized by a temperature remaining above normal throughout the day and which does not fluctuate more than 1 degree Celsius in 24 hours.	cosine	0.5653658509254456
http://purl.obolibrary.org/obo/SYMP_0000888	http://purl.obolibrary.org/obo/DOID_0050150	Pontiac fever	continuous fever	A fever that is characterized by a temperature remaining above normal throughout the day and which does not fluctuate more than 1 degree Celsius in 24 hours.	cosine	0.5593011379241943
http://purl.obolibrary.org/obo/SYMP_0000888	http://purl.obolibrary.org/obo/DOID_11361	obsolete tickborne fever	continuous fever	A fever that is characterized by a temperature remaining above normal throughout the day and which does not fluctuate more than 1 degree Celsius in 24 hours.	cosine	0.6765126585960388
http://purl.obolibrary.org/obo/SYMP_0000888	http://purl.obolibrary.org/obo/DOID_13034	relapsing fever	continuous fever	A fever that is characterized by a temperature remaining above normal throughout the day and which does not fluctuate more than 1 degree Celsius in 24 hours.	cosine	0.6321845054626465
http://purl.obolibrary.org/obo/SYMP_0000888	http://purl.obolibrary.org/obo/DOID_9535	obsolete Arenavirus hemorrhagic fever	continuous fever	A fever that is characterized by a temperature remaining above normal throughout the day and which does not fluctuate more than 1 degree Celsius in 24 hours.	cosine	0.550338625907898
http://purl.obolibrary.org/obo/SYMP_0000889	http://purl.obolibrary.org/obo/DOID_0050043	Israeli tick typhus	remittent fever	A fever that is characterized by a fever where the temperature remains above normal throughout the day and fluctuates more than 1 degree Celsius in 24 hours.	cosine	0.5730975866317749
http://purl.obolibrary.org/obo/SYMP_0000889	http://purl.obolibrary.org/obo/DOID_11361	obsolete tickborne fever	remittent fever	A fever that is characterized by a fever where the temperature remains above normal throughout the day and fluctuates more than 1 degree Celsius in 24 hours.	cosine	0.653693675994873
http://purl.obolibrary.org/obo/SYMP_0000889	http://purl.obolibrary.org/obo/DOID_13034	relapsing fever	remittent fever	A fever that is characterized by a fever where the temperature remains above normal throughout the day and fluctuates more than 1 degree Celsius in 24 hours.	cosine	0.7070406079292297
http://purl.obolibrary.org/obo/SYMP_0000889	http://purl.obolibrary.org/obo/DOID_13035	louse-borne relapsing fever	remittent fever	A fever that is characterized by a fever where the temperature remains above normal throughout the day and fluctuates more than 1 degree Celsius in 24 hours.	cosine	0.6050018072128296
http://purl.obolibrary.org/obo/SYMP_0000889	http://purl.obolibrary.org/obo/DOID_14095	boutonneuse fever	remittent fever	A fever that is characterized by a fever where the temperature remains above normal throughout the day and fluctuates more than 1 degree Celsius in 24 hours.	cosine	0.6059907674789429
http://purl.obolibrary.org/obo/SYMP_0000890	http://purl.obolibrary.org/obo/DOID_11361	obsolete tickborne fever	relapsing fever	A fever that is characterized by  body temperature periodically rising and falling.	cosine	0.693907618522644
http://purl.obolibrary.org/obo/SYMP_0000890	http://purl.obolibrary.org/obo/DOID_13034	relapsing fever	relapsing fever	A fever that is characterized by  body temperature periodically rising and falling.	cosine	0.7844423651695251
http://purl.obolibrary.org/obo/SYMP_0000890	http://purl.obolibrary.org/obo/DOID_13035	louse-borne relapsing fever	relapsing fever	A fever that is characterized by  body temperature periodically rising and falling.	cosine	0.6721417903900146
http://purl.obolibrary.org/obo/SYMP_0000890	http://purl.obolibrary.org/obo/DOID_13036	tick-borne relapsing fever	relapsing fever	A fever that is characterized by  body temperature periodically rising and falling.	cosine	0.605341911315918
http://purl.obolibrary.org/obo/SYMP_0000890	http://purl.obolibrary.org/obo/DOID_14044	obsolete rheumatic pericarditis	relapsing fever	A fever that is characterized by  body temperature periodically rising and falling.	cosine	0.6080089211463928
http://purl.obolibrary.org/obo/SYMP_0000891	http://purl.obolibrary.org/obo/DOID_0080000	muscular disease	musculoskeletal system symptom		cosine	0.7886398434638977
http://purl.obolibrary.org/obo/SYMP_0000891	http://purl.obolibrary.org/obo/DOID_1044	obsolete nontraumatic rupture of muscle	musculoskeletal system symptom		cosine	0.7059978246688843
http://purl.obolibrary.org/obo/SYMP_0000891	http://purl.obolibrary.org/obo/DOID_17	musculoskeletal system disease	musculoskeletal system symptom		cosine	0.833529531955719
http://purl.obolibrary.org/obo/SYMP_0000891	http://purl.obolibrary.org/obo/DOID_2092	transient arthritis	musculoskeletal system symptom		cosine	0.7175241708755493
http://purl.obolibrary.org/obo/SYMP_0000891	http://purl.obolibrary.org/obo/DOID_333	obsolete chronic factitious illness with physical symptoms	musculoskeletal system symptom		cosine	0.7396266460418701
http://purl.obolibrary.org/obo/SYMP_0000892	http://purl.obolibrary.org/obo/DOID_0050155	sensory system disease	sensation perception	A nervous system symptom that is characterized by interpretation of the information perceived by sensory receptors.	cosine	0.6793884634971619
http://purl.obolibrary.org/obo/SYMP_0000892	http://purl.obolibrary.org/obo/DOID_0060096	sensory organ benign neoplasm	sensation perception	A nervous system symptom that is characterized by interpretation of the information perceived by sensory receptors.	cosine	0.6355370879173279
http://purl.obolibrary.org/obo/SYMP_0000892	http://purl.obolibrary.org/obo/DOID_0060116	sensory system cancer	sensation perception	A nervous system symptom that is characterized by interpretation of the information perceived by sensory receptors.	cosine	0.6770157814025879
http://purl.obolibrary.org/obo/SYMP_0000892	http://purl.obolibrary.org/obo/DOID_3208	obsolete sensation disorder	sensation perception	A nervous system symptom that is characterized by interpretation of the information perceived by sensory receptors.	cosine	0.7322362065315247
http://purl.obolibrary.org/obo/SYMP_0000892	http://purl.obolibrary.org/obo/DOID_3330	partial sensory epilepsy	sensation perception	A nervous system symptom that is characterized by interpretation of the information perceived by sensory receptors.	cosine	0.6510743498802185
http://purl.obolibrary.org/obo/SYMP_0000893	http://purl.obolibrary.org/obo/DOID_10556	supine hypotensive syndrome	hypotensive	A low blood pressure characterized by or due to abnormally low blood pressure, especially in the arteries of the systemic circulation.	cosine	0.6484920978546143
http://purl.obolibrary.org/obo/SYMP_0000893	http://purl.obolibrary.org/obo/DOID_10763	hypertension	hypotensive	A low blood pressure characterized by or due to abnormally low blood pressure, especially in the arteries of the systemic circulation.	cosine	0.7099456787109375
http://purl.obolibrary.org/obo/SYMP_0000893	http://purl.obolibrary.org/obo/DOID_11516	hypertensive heart disease	hypotensive	A low blood pressure characterized by or due to abnormally low blood pressure, especially in the arteries of the systemic circulation.	cosine	0.6564310789108276
http://purl.obolibrary.org/obo/SYMP_0000893	http://purl.obolibrary.org/obo/DOID_11766	blind hypotensive eye	hypotensive	A low blood pressure characterized by or due to abnormally low blood pressure, especially in the arteries of the systemic circulation.	cosine	0.6503106951713562
http://purl.obolibrary.org/obo/SYMP_0000893	http://purl.obolibrary.org/obo/DOID_790	ocular hypotension	hypotensive	A low blood pressure characterized by or due to abnormally low blood pressure, especially in the arteries of the systemic circulation.	cosine	0.6375277042388916
http://purl.obolibrary.org/obo/SYMP_0000894	http://purl.obolibrary.org/obo/DOID_0060294	cold-induced sweating syndrome	cold clammy skin	A skin and integumentary tissue symptom that is characterized by cold, moist and sticky skin.	cosine	0.6182130575180054
